maintenance_id,equipment_id,building_id,maintenance_date,maintenance_type,work_order_status,downtime_hours,cost_vnd,technician_team,data_origin
MT00688,EQ00708,BLD046,2025-11-06,Corrective,Completed,3.9,15850000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00689,EQ00541,BLD035,2026-09-11,Calibration,Completed,10.7,17250000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00690,EQ01255,BLD080,2025-03-24,Preventive,Completed,11.1,14000000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00691,EQ00035,BLD003,2025-02-10,Calibration,Completed,7.8,18450000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00692,EQ01811,BLD114,2026-09-07,Inspection,Completed,8.6,10450000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00693,EQ01538,BLD097,2025-10-09,Calibration,Completed,10.5,18000000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00694,EQ00572,BLD037,2026-05-12,Inspection,In Progress,10.1,14800000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00695,EQ01565,BLD099,2026-05-03,Inspection,In Progress,8.4,3050000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00696,EQ01504,BLD096,2026-07-13,Preventive,Completed,9.9,6150000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00697,EQ01826,BLD115,2025-09-08,Calibration,Completed,1.0,550000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00698,EQ00701,BLD045,2026-02-01,Preventive,In Progress,3.3,5100000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00699,EQ00390,BLD026,2025-01-11,Calibration,Completed,10.1,5650000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00700,EQ01136,BLD073,2025-12-18,Cleaning,Completed,9.9,18300000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00701,EQ00611,BLD039,2025-04-15,Preventive,Completed,10.9,22200000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00702,EQ01414,BLD090,2025-07-18,Corrective,Completed,2.5,8350000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00703,EQ00928,BLD059,2026-05-21,Cleaning,Completed,5.3,9800000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00704,EQ01129,BLD073,2026-08-08,Inspection,Completed,2.2,20750000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00705,EQ01452,BLD092,2025-08-15,Calibration,In Progress,8.1,12400000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00706,EQ00899,BLD058,2026-06-23,Calibration,Completed,9.0,18950000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00707,EQ01621,BLD103,2025-08-16,Cleaning,In Progress,4.2,3900000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00708,EQ01098,BLD070,2026-08-27,Cleaning,Completed,8.2,21350000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00709,EQ00234,BLD016,2026-01-19,Cleaning,Completed,2.9,10800000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00710,EQ00829,BLD054,2026-01-02,Calibration,Open,6.3,12150000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00711,EQ00694,BLD045,2025-09-19,Cleaning,Completed,5.7,11100000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00712,EQ00740,BLD047,2025-02-19,Cleaning,Open,9.5,10950000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00713,EQ01740,BLD110,2026-07-28,Calibration,Open,5.4,23150000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00714,EQ01035,BLD066,2025-12-12,Preventive,Completed,4.1,9350000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00715,EQ00543,BLD035,2025-12-06,Preventive,Completed,4.9,1100000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00716,EQ00284,BLD019,2026-04-13,Preventive,Completed,5.2,12700000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00717,EQ00708,BLD046,2026-02-12,Cleaning,Completed,4.6,21200000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00718,EQ00526,BLD034,2026-06-10,Inspection,Completed,9.7,24300000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00719,EQ01260,BLD080,2025-12-06,Preventive,Completed,5.3,15350000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00720,EQ00851,BLD055,2025-08-26,Calibration,Completed,10.7,24450000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00721,EQ01288,BLD082,2025-05-07,Preventive,Open,6.2,23150000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00722,EQ00876,BLD057,2025-12-06,Corrective,Completed,1.2,11500000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00723,EQ01327,BLD085,2026-06-13,Preventive,Completed,6.9,17800000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00724,EQ01034,BLD066,2025-07-27,Calibration,In Progress,10.9,21800000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00725,EQ01871,BLD118,2025-11-12,Calibration,Completed,3.3,5950000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00726,EQ01910,BLD120,2026-08-15,Corrective,Open,0.7,12700000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00727,EQ00467,BLD030,2026-04-20,Calibration,Open,2.0,23300000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00728,EQ01651,BLD105,2025-11-21,Preventive,In Progress,1.2,16100000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00729,EQ00311,BLD021,2025-11-06,Calibration,Completed,3.5,19250000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00730,EQ00113,BLD007,2026-06-01,Preventive,In Progress,5.1,250000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00731,EQ00447,BLD029,2025-01-10,Corrective,Completed,8.0,23400000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00732,EQ00607,BLD039,2026-04-21,Inspection,Completed,8.5,17150000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00733,EQ01630,BLD103,2026-03-03,Corrective,In Progress,5.7,19300000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00734,EQ00329,BLD022,2026-08-15,Inspection,In Progress,1.4,5300000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00735,EQ00565,BLD037,2026-04-14,Cleaning,Open,7.4,22100000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00736,EQ00487,BLD031,2026-05-25,Inspection,In Progress,5.9,10350000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00737,EQ00657,BLD043,2025-03-28,Corrective,In Progress,9.3,7750000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00738,EQ00040,BLD003,2026-08-14,Cleaning,In Progress,5.7,18800000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00739,EQ00355,BLD023,2025-04-21,Preventive,Completed,1.9,4350000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00740,EQ01272,BLD082,2025-05-11,Inspection,Completed,7.7,22900000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00741,EQ01662,BLD105,2026-08-29,Inspection,Completed,10.9,12600000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00742,EQ01600,BLD102,2025-12-28,Preventive,Completed,5.7,15850000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00743,EQ00425,BLD028,2025-02-06,Corrective,In Progress,8.0,9300000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00744,EQ01285,BLD082,2025-02-05,Calibration,Open,7.9,3050000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00745,EQ00922,BLD059,2025-11-02,Inspection,Completed,9.1,24400000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00746,EQ01533,BLD097,2026-05-14,Cleaning,Completed,3.3,12500000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00747,EQ00856,BLD055,2025-10-14,Cleaning,Open,5.9,11100000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00748,EQ01700,BLD108,2025-12-12,Inspection,Completed,3.0,17050000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00749,EQ00379,BLD025,2025-01-18,Cleaning,In Progress,7.8,1350000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00750,EQ01652,BLD105,2025-04-12,Cleaning,In Progress,4.6,16650000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00751,EQ01579,BLD100,2025-06-15,Inspection,Completed,4.3,6300000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00752,EQ01037,BLD066,2026-03-25,Preventive,Completed,4.0,8400000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00753,EQ01673,BLD106,2026-05-03,Cleaning,Completed,5.4,17350000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00754,EQ00112,BLD007,2026-01-25,Cleaning,Completed,3.1,5950000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00755,EQ01029,BLD065,2026-04-05,Cleaning,Open,4.1,10750000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00756,EQ00026,BLD002,2026-01-24,Corrective,Completed,9.2,2550000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00757,EQ00876,BLD057,2025-06-22,Calibration,Completed,10.6,2200000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00758,EQ00588,BLD038,2025-12-17,Preventive,In Progress,10.5,24800000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00759,EQ01658,BLD105,2026-07-14,Cleaning,In Progress,8.7,18450000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00760,EQ01503,BLD096,2025-04-24,Preventive,In Progress,3.7,9400000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00761,EQ00314,BLD021,2025-05-08,Inspection,Completed,6.8,24750000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00762,EQ01487,BLD094,2025-12-16,Corrective,In Progress,4.1,10500000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00763,EQ01295,BLD083,2026-01-20,Preventive,Completed,5.3,15150000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00764,EQ01712,BLD109,2025-08-15,Preventive,Completed,5.4,7150000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00765,EQ01700,BLD108,2026-01-03,Preventive,Completed,0.3,5850000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00766,EQ01603,BLD102,2025-09-30,Cleaning,Completed,11.4,7000000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00767,EQ01221,BLD079,2025-10-05,Corrective,Completed,2.2,5750000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00768,EQ00516,BLD034,2026-02-14,Calibration,Completed,2.4,16150000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00769,EQ00338,BLD022,2026-03-11,Preventive,Open,5.5,15150000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00770,EQ00359,BLD024,2026-04-06,Preventive,In Progress,11.8,7600000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00771,EQ00500,BLD032,2026-04-09,Corrective,Completed,3.1,6850000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00772,EQ01294,BLD083,2026-06-18,Preventive,Completed,4.9,14300000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00773,EQ01393,BLD088,2025-01-27,Calibration,In Progress,7.9,16500000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00774,EQ00288,BLD019,2025-07-08,Calibration,In Progress,7.2,13800000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00775,EQ00171,BLD012,2025-11-13,Cleaning,In Progress,5.7,16150000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00776,EQ01183,BLD076,2026-05-22,Inspection,Open,2.0,19600000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00777,EQ01560,BLD099,2026-07-24,Cleaning,Open,6.5,2550000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00778,EQ00156,BLD011,2026-03-31,Cleaning,Completed,11.1,20950000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00779,EQ00358,BLD024,2026-02-28,Corrective,Completed,6.2,11200000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00780,EQ01127,BLD073,2025-10-05,Cleaning,Completed,1.8,11200000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00781,EQ00494,BLD032,2025-11-01,Preventive,In Progress,3.6,17850000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00782,EQ01035,BLD066,2025-05-16,Calibration,Completed,10.6,24550000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00783,EQ00482,BLD031,2025-07-30,Preventive,Completed,4.2,9100000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00784,EQ01162,BLD075,2026-07-31,Calibration,Completed,7.4,14000000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00785,EQ00596,BLD038,2026-05-30,Cleaning,Completed,0.7,2000000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00786,EQ00416,BLD028,2026-01-23,Cleaning,Completed,2.4,5150000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00787,EQ01654,BLD105,2025-04-30,Calibration,Completed,2.0,9300000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00788,EQ00185,BLD013,2025-02-02,Cleaning,Completed,5.8,3850000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00789,EQ00166,BLD012,2026-03-04,Cleaning,Completed,8.6,10350000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00790,EQ01115,BLD071,2025-09-30,Calibration,Completed,6.3,5150000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00791,EQ00035,BLD003,2026-07-16,Cleaning,Completed,9.6,7550000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00792,EQ01671,BLD106,2026-01-09,Calibration,In Progress,0.2,7750000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00793,EQ00594,BLD038,2026-02-20,Cleaning,Completed,3.4,1200000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00794,EQ00994,BLD063,2026-03-09,Inspection,Completed,4.4,21300000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00795,EQ01819,BLD115,2025-10-05,Preventive,In Progress,9.7,7800000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00796,EQ00301,BLD020,2025-10-25,Corrective,Completed,6.2,11200000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00797,EQ01185,BLD076,2026-02-22,Inspection,Open,6.8,15300000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00798,EQ00301,BLD020,2026-05-07,Calibration,Open,3.6,19650000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00799,EQ01137,BLD073,2025-10-25,Preventive,Completed,1.0,19900000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00800,EQ01219,BLD078,2026-05-18,Inspection,In Progress,2.8,24550000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00801,EQ00567,BLD037,2026-02-06,Calibration,Completed,8.4,22050000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00802,EQ00080,BLD006,2025-09-17,Inspection,Completed,6.4,17250000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00803,EQ00483,BLD031,2025-08-01,Cleaning,Completed,2.7,16350000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00804,EQ01360,BLD087,2025-08-06,Inspection,Completed,10.9,17900000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00805,EQ00007,BLD001,2026-04-18,Inspection,Completed,2.3,14400000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00806,EQ01122,BLD072,2025-01-29,Inspection,Open,5.0,19000000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00807,EQ01870,BLD117,2025-01-25,Preventive,Completed,6.0,950000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00808,EQ00142,BLD010,2026-08-12,Corrective,Open,5.0,23750000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00809,EQ00376,BLD025,2025-08-25,Corrective,Completed,1.5,2000000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00810,EQ01571,BLD099,2026-01-15,Cleaning,Completed,5.8,16250000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00811,EQ01847,BLD116,2026-08-16,Preventive,Completed,3.7,19150000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00812,EQ00663,BLD043,2025-02-24,Calibration,Completed,2.9,200000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00813,EQ00298,BLD020,2026-01-19,Inspection,Open,8.8,15400000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00814,EQ00514,BLD033,2026-03-13,Preventive,Completed,0.6,8700000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00815,EQ01695,BLD108,2026-01-11,Inspection,Completed,4.8,1050000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00816,EQ00742,BLD048,2026-04-09,Inspection,Completed,0.3,3300000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00817,EQ01890,BLD119,2025-07-15,Preventive,Completed,9.4,20850000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00818,EQ00680,BLD044,2025-01-03,Inspection,Open,6.2,17550000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00819,EQ00405,BLD027,2026-02-07,Cleaning,In Progress,3.6,13700000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00820,EQ00258,BLD017,2025-03-03,Inspection,Open,0.7,21900000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00821,EQ00254,BLD017,2025-01-08,Calibration,In Progress,9.7,12850000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00822,EQ01228,BLD079,2025-02-24,Calibration,Completed,6.7,12750000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00823,EQ01635,BLD104,2026-07-14,Corrective,Completed,10.6,8450000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00824,EQ01764,BLD112,2026-07-10,Cleaning,Completed,1.0,5200000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00825,EQ00277,BLD018,2025-09-29,Calibration,Open,1.0,21100000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00826,EQ01661,BLD105,2026-06-05,Cleaning,Completed,4.4,6850000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00827,EQ00732,BLD047,2025-09-17,Cleaning,Completed,10.4,24800000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00828,EQ01768,BLD112,2025-02-16,Preventive,Completed,1.3,10200000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00829,EQ00658,BLD043,2026-05-30,Cleaning,Completed,3.2,19800000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00830,EQ01579,BLD100,2026-06-27,Preventive,Open,0.4,21850000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00831,EQ01643,BLD104,2026-07-27,Preventive,Completed,5.1,4250000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00832,EQ00004,BLD001,2025-03-19,Inspection,Completed,0.3,1400000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00833,EQ00660,BLD043,2025-11-30,Inspection,In Progress,4.5,5900000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00834,EQ01791,BLD113,2025-06-26,Inspection,In Progress,7.5,24550000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00835,EQ01148,BLD074,2025-04-19,Preventive,Completed,7.3,20250000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00836,EQ00955,BLD061,2026-07-18,Calibration,Open,1.6,10700000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00837,EQ01802,BLD114,2025-01-02,Inspection,Completed,0.6,16300000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00838,EQ00048,BLD003,2026-08-16,Preventive,Open,11.0,6000000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00839,EQ00913,BLD058,2025-05-28,Cleaning,Completed,7.5,6350000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00840,EQ01196,BLD077,2026-05-02,Corrective,Completed,0.4,5850000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00841,EQ00839,BLD054,2025-01-09,Calibration,Completed,5.9,5100000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00842,EQ00225,BLD015,2025-01-01,Calibration,Completed,0.9,8700000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00843,EQ01167,BLD075,2026-01-15,Calibration,Open,7.2,1700000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00844,EQ00926,BLD059,2026-08-05,Cleaning,Completed,7.8,1950000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00845,EQ00501,BLD032,2026-07-04,Corrective,Completed,10.5,17550000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00846,EQ01468,BLD093,2026-08-19,Corrective,Completed,4.9,21300000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00847,EQ01350,BLD086,2026-02-25,Calibration,Open,6.4,250000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00848,EQ01302,BLD083,2025-02-12,Cleaning,Completed,1.5,18250000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00849,EQ00282,BLD019,2026-02-13,Inspection,Open,11.3,8050000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00850,EQ00686,BLD044,2025-11-24,Preventive,Completed,9.1,6800000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00851,EQ01085,BLD069,2026-03-26,Cleaning,Completed,5.3,22950000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00852,EQ00785,BLD051,2026-07-09,Preventive,Open,7.7,12600000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00853,EQ01550,BLD098,2025-06-02,Preventive,In Progress,0.2,24400000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00854,EQ00547,BLD036,2025-12-14,Cleaning,Completed,5.4,4600000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00855,EQ00040,BLD003,2025-09-01,Inspection,In Progress,9.3,4050000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00856,EQ00181,BLD013,2025-08-06,Corrective,Completed,4.7,19450000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00857,EQ00376,BLD025,2026-07-23,Preventive,Open,0.8,11050000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00858,EQ01367,BLD087,2026-04-11,Calibration,Open,6.8,19950000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00859,EQ01765,BLD112,2025-04-28,Inspection,Open,8.5,15000000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00860,EQ00705,BLD046,2026-04-08,Calibration,Open,0.9,22550000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00861,EQ00036,BLD003,2025-08-05,Calibration,In Progress,1.8,24100000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00862,EQ00057,BLD004,2026-08-22,Calibration,Open,9.0,23550000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00863,EQ01089,BLD070,2025-10-13,Cleaning,Completed,11.2,8300000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00864,EQ00246,BLD016,2025-05-30,Calibration,Open,4.5,18200000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00865,EQ00036,BLD003,2025-07-25,Inspection,Completed,4.9,24900000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00866,EQ01007,BLD064,2026-03-09,Calibration,Open,11.4,20100000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00867,EQ01414,BLD090,2025-09-27,Preventive,Completed,2.2,23500000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00868,EQ00848,BLD055,2026-09-11,Preventive,Completed,10.2,11800000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00869,EQ00562,BLD037,2025-08-04,Calibration,Open,6.4,17700000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00870,EQ00373,BLD024,2025-02-28,Cleaning,In Progress,2.5,1200000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00871,EQ00380,BLD025,2025-08-02,Calibration,Open,7.1,4200000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00872,EQ00929,BLD059,2025-04-12,Calibration,In Progress,0.5,8450000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00873,EQ01785,BLD113,2025-12-22,Inspection,Completed,9.4,15450000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00874,EQ00800,BLD052,2025-12-19,Preventive,In Progress,8.6,23650000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00875,EQ01245,BLD080,2026-05-14,Inspection,In Progress,10.5,13200000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00876,EQ00633,BLD041,2025-02-10,Inspection,Open,8.1,9350000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00877,EQ00312,BLD021,2026-05-24,Preventive,In Progress,0.4,1800000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00878,EQ01526,BLD097,2025-04-20,Calibration,Completed,4.8,18900000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00879,EQ00827,BLD053,2025-05-04,Cleaning,Completed,11.2,12100000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00880,EQ00635,BLD041,2026-02-07,Calibration,Open,3.7,23950000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00881,EQ01784,BLD113,2025-12-08,Preventive,Completed,7.6,17850000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00882,EQ00119,BLD008,2025-12-15,Inspection,Completed,0.4,10850000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00883,EQ00094,BLD006,2026-02-22,Corrective,Completed,2.9,4850000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00884,EQ01379,BLD088,2025-12-27,Inspection,Completed,0.3,4150000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00885,EQ00639,BLD042,2026-05-15,Inspection,Completed,9.8,19050000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00886,EQ00070,BLD005,2026-08-23,Calibration,In Progress,7.7,13750000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00887,EQ00400,BLD026,2025-11-23,Inspection,Completed,1.8,9850000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00888,EQ00938,BLD060,2026-05-07,Preventive,Completed,9.6,12300000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00889,EQ01854,BLD117,2025-01-29,Preventive,Open,11.1,21200000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT00890,EQ01385,BLD088,2026-07-11,Preventive,Completed,11.9,23850000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT00891,EQ01689,BLD107,2025-12-23,Corrective,Open,7.1,4400000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00892,EQ00624,BLD041,2025-09-14,Calibration,Open,5.8,2750000,FM Team A,SYNTHETIC_VN_REALISTIC
MT00893,EQ01023,BLD065,2025-02-08,Corrective,Open,4.0,12750000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT00894,EQ01847,BLD116,2025-03-23,Preventive,Completed,4.8,23100000,FM Team B,SYNTHETIC_VN_REALISTIC
MT00895,EQ01249,BLD080,2026-02-21,Cleaning,Completed,8.0,5650000,FM Team B,SYNTHETIC_VN_REALISTIC
